1,0.3288590604026846
2,0.4308973666335516
3,0.805611904929277
4,0.3011136773564339
5,0.926612465160123
6,0.8218345144710822
7,0.6172289446334782
8,0.1097470019576503
9,0.3807855556229025
10,0.9313299683822569
11,0.19803188940202365
12,0.39750276370468185
13,0.31595262463833895
14,0.41139899962797694
15,0.2820366103850843
16,0.4194073422087927
17,0.5703866291978746
18,0.24822482978291738
19,0.973456813529376
20,0.23327362617037428
21,0.3457239823450795
22,0.42036897570525655
23,0.7290195083635979
24,0.22364645473226608
25,0.7976221252743558
26,0.20803427837731625
27,0.8291179348088039
28,0.42445075027168966
29,0.3262024215317794
30,0.4216766296520992
31,0.24063727409353697
32,0.4206490596396843
33,0.18962539630578423
